Sex,Division,Event,Year,Points,Shift
Men,Kansas 3A,Shot Put,2018,28,Yes
Men,Kansas 3A,Shot Put,2019,47,Yes
Men,Kansas 3A,Shot Put,2021,46,Yes
Men,Kansas 3A,Shot Put,2022,50,Yes
Men,Kansas 3A,Shot Put,2023,68,Yes
Men,Kansas 3A,Triple Jump,2010,0,Yes
Men,Kansas 3A,Triple Jump,2011,77,Yes
Men,Kansas 3A,Triple Jump,2012,62,Yes
Men,Kansas 3A,Triple Jump,2013,64,Yes
Men,Kansas 3A,Triple Jump,2014,67,Yes
Men,Kansas 3A,Triple Jump,2015,64,Yes
Men,Kansas 3A,Triple Jump,2016,72,Yes
Men,Kansas 3A,Triple Jump,2017,78,Yes
Men,Kansas 3A,Triple Jump,2018,84,Yes
Men,Kansas 3A,Triple Jump,2019,81,Yes
Men,Kansas 3A,Triple Jump,2021,79,Yes
Men,Kansas 3A,Triple Jump,2022,87,Yes
Men,Kansas 3A,Triple Jump,2023,106,Yes
Women,Kansas 3A,100m,2010,0,Yes
Women,Kansas 3A,100m,2011,-22,Yes
Women,Kansas 3A,100m,2012,62,Yes
Women,Kansas 3A,100m,2013,49,Yes
Women,Kansas 3A,100m,2014,58,Yes
Women,Kansas 3A,100m,2015,84,Yes
Women,Kansas 3A,100m,2016,103,Yes
Women,Kansas 3A,100m,2017,75,Yes
Women,Kansas 3A,100m,2018,91,Yes
Women,Kansas 3A,100m,2019,96,Yes
Women,Kansas 3A,100m,2021,88,Yes
Women,Kansas 3A,100m,2022,109,Yes
Women,Kansas 3A,100m,2023,112,Yes
Women,Kansas 3A,1600m,2010,0,Yes
Women,Kansas 3A,1600m,2011,44,Yes
Women,Kansas 3A,1600m,2012,38,Yes
Women,Kansas 3A,1600m,2013,62,Yes
Women,Kansas 3A,1600m,2014,65,Yes
Women,Kansas 3A,1600m,2015,70,Yes
Women,Kansas 3A,1600m,2016,92,Yes
Women,Kansas 3A,1600m,2017,71,Yes
Women,Kansas 3A,1600m,2018,44,Yes
Women,Kansas 3A,1600m,2019,54,Yes
Women,Kansas 3A,1600m,2021,79,Yes
Women,Kansas 3A,1600m,2022,63,Yes
Women,Kansas 3A,1600m,2023,87,Yes
Women,Kansas 3A,200m,2010,0,Yes
Women,Kansas 3A,200m,2011,6,Yes
Women,Kansas 3A,200m,2012,55,Yes
Women,Kansas 3A,200m,2013,45,Yes
Women,Kansas 3A,200m,2014,74,Yes
Women,Kansas 3A,200m,2015,64,Yes
Women,Kansas 3A,200m,2016,94,Yes
Women,Kansas 3A,200m,2017,76,Yes
Women,Kansas 3A,200m,2018,99,Yes
Women,Kansas 3A,200m,2019,72,Yes
Women,Kansas 3A,200m,2021,88,Yes
Women,Kansas 3A,200m,2022,88,Yes
Women,Kansas 3A,200m,2023,104,Yes
Women,Kansas 3A,3200m,2010,0,Yes
Women,Kansas 3A,3200m,2011,89,Yes
Women,Kansas 3A,3200m,2012,21,Yes
Women,Kansas 3A,3200m,2013,32,Yes
Women,Kansas 3A,3200m,2014,42,Yes
Women,Kansas 3A,3200m,2015,29,Yes
Women,Kansas 3A,3200m,2016,17,Yes
Women,Kansas 3A,3200m,2017,18,Yes
Women,Kansas 3A,3200m,2018,-16,Yes
Women,Kansas 3A,3200m,2019,0,Yes
Women,Kansas 3A,3200m,2021,22,Yes
Women,Kansas 3A,3200m,2022,-18,Yes
Women,Kansas 3A,3200m,2023,15,Yes
Women,Kansas 3A,400m,2010,0,Yes
Women,Kansas 3A,400m,2011,88,Yes
Women,Kansas 3A,400m,2012,97,Yes
Women,Kansas 3A,400m,2013,72,Yes
Women,Kansas 3A,400m,2014,100,Yes
Women,Kansas 3A,400m,2015,89,Yes
Women,Kansas 3A,400m,2016,120,Yes
Women,Kansas 3A,400m,2017,103,Yes
Women,Kansas 3A,400m,2018,121,Yes
Women,Kansas 3A,400m,2019,102,Yes
Women,Kansas 3A,400m,2021,113,Yes
Women,Kansas 3A,400m,2022,109,Yes
Women,Kansas 3A,400m,2023,126,Yes
Women,Kansas 3A,800m,2010,0,Yes
Women,Kansas 3A,800m,2011,51,Yes
Women,Kansas 3A,800m,2012,41,Yes
Women,Kansas 3A,800m,2013,73,Yes
Women,Kansas 3A,800m,2014,92,Yes
Women,Kansas 3A,800m,2015,78,Yes
Women,Kansas 3A,800m,2016,83,Yes
Women,Kansas 3A,800m,2017,109,Yes
Women,Kansas 3A,800m,2018,91,Yes
Women,Kansas 3A,800m,2019,90,Yes
Women,Kansas 3A,800m,2021,110,Yes
Women,Kansas 3A,800m,2022,89,Yes
Women,Kansas 3A,800m,2023,109,Yes
Women,Kansas 3A,Discus,2010,0,Yes
Women,Kansas 3A,Discus,2011,52,Yes
Women,Kansas 3A,Discus,2012,27,Yes
Women,Kansas 3A,Discus,2013,22,Yes
Women,Kansas 3A,Discus,2014,41,Yes
Women,Kansas 3A,Discus,2015,55,Yes
Women,Kansas 3A,Discus,2016,76,Yes
Women,Kansas 3A,Discus,2017,77,Yes
Women,Kansas 3A,Discus,2018,79,Yes
Women,Kansas 3A,Discus,2019,83,Yes
Women,Kansas 3A,Discus,2021,65,Yes
Women,Kansas 3A,Discus,2022,75,Yes
Women,Kansas 3A,Discus,2023,77,Yes
Women,Kansas 3A,High Jump,2010,0,Yes
Women,Kansas 3A,High Jump,2011,23,Yes
Women,Kansas 3A,High Jump,2012,-15,Yes
Women,Kansas 3A,High Jump,2013,-26,Yes
Women,Kansas 3A,High Jump,2014,-32,Yes
Women,Kansas 3A,High Jump,2015,-31,Yes
Women,Kansas 3A,High Jump,2016,-39,Yes
Women,Kansas 3A,High Jump,2017,-22,Yes
Women,Kansas 3A,High Jump,2018,-9,Yes
Women,Kansas 3A,High Jump,2019,-30,Yes
Women,Kansas 3A,High Jump,2021,-44,Yes
Women,Kansas 3A,High Jump,2022,-9,Yes
Women,Kansas 3A,High Jump,2023,2,Yes
Women,Kansas 3A,Javelin,2010,0,Yes
Women,Kansas 3A,Javelin,2011,44,Yes
Women,Kansas 3A,Javelin,2012,49,Yes
Women,Kansas 3A,Javelin,2013,55,Yes
Women,Kansas 3A,Javelin,2014,78,Yes
Women,Kansas 3A,Javelin,2015,73,Yes
Women,Kansas 3A,Javelin,2016,84,Yes
Women,Kansas 3A,Javelin,2017,89,Yes
Women,Kansas 3A,Javelin,2018,95,Yes
Women,Kansas 3A,Javelin,2019,95,Yes
Women,Kansas 3A,Javelin,2021,79,Yes
Women,Kansas 3A,Javelin,2022,85,Yes
Women,Kansas 3A,Javelin,2023,118,Yes
Women,Kansas 3A,Long Jump,2010,0,Yes
Women,Kansas 3A,Long Jump,2011,23,Yes
Women,Kansas 3A,Long Jump,2012,1,Yes
Women,Kansas 3A,Long Jump,2013,17,Yes
Women,Kansas 3A,Long Jump,2014,33,Yes
Women,Kansas 3A,Long Jump,2015,38,Yes
Women,Kansas 3A,Long Jump,2016,59,Yes
Women,Kansas 3A,Long Jump,2017,53,Yes
Women,Kansas 3A,Long Jump,2018,58,Yes
Women,Kansas 3A,Long Jump,2019,59,Yes
Women,Kansas 3A,Long Jump,2021,66,Yes
Women,Kansas 3A,Long Jump,2022,82,Yes
Women,Kansas 3A,Long Jump,2023,96,Yes
Women,Kansas 3A,Shot Put,2010,0,Yes
Women,Kansas 3A,Shot Put,2011,19,Yes
Women,Kansas 3A,Shot Put,2012,5,Yes
Women,Kansas 3A,Shot Put,2013,7,Yes
Women,Kansas 3A,Shot Put,2014,25,Yes
Women,Kansas 3A,Shot Put,2015,35,Yes
Women,Kansas 3A,Shot Put,2016,57,Yes
Women,Kansas 3A,Shot Put,2017,60,Yes
Women,Kansas 3A,Shot Put,2018,48,Yes
Women,Kansas 3A,Shot Put,2019,65,Yes
Women,Kansas 3A,Shot Put,2021,52,Yes
Women,Kansas 3A,Shot Put,2022,74,Yes
Women,Kansas 3A,Shot Put,2023,73,Yes
Women,Kansas 3A,Triple Jump,2010,0,Yes
Women,Kansas 3A,Triple Jump,2011,80,Yes
Women,Kansas 3A,Triple Jump,2012,10,Yes
Women,Kansas 3A,Triple Jump,2013,10,Yes
Women,Kansas 3A,Triple Jump,2014,15,Yes
Women,Kansas 3A,Triple Jump,2015,29,Yes
Women,Kansas 3A,Triple Jump,2016,43,Yes
Women,Kansas 3A,Triple Jump,2017,48,Yes
Women,Kansas 3A,Triple Jump,2018,41,Yes
Women,Kansas 3A,Triple Jump,2019,46,Yes
Women,Kansas 3A,Triple Jump,2021,48,Yes
Women,Kansas 3A,Triple Jump,2022,51,Yes
Women,Kansas 3A,Triple Jump,2023,70,Yes
Men,Kansas 6A,100m,2010,0,Yes
Men,Kansas 6A,100m,2011,-89,Yes
Men,Kansas 6A,100m,2012,-10,Yes
Men,Kansas 6A,100m,2013,-19,Yes
Men,Kansas 6A,100m,2014,-8,Yes
Men,Kansas 6A,100m,2015,3,Yes
Men,Kansas 6A,100m,2016,45,Yes
Men,Kansas 6A,100m,2017,25,Yes
Men,Kansas 6A,100m,2018,25,Yes
Men,Kansas 6A,100m,2019,31,Yes
Men,Kansas 6A,100m,2021,23,Yes
Men,Kansas 6A,100m,2022,59,Yes
Men,Kansas 6A,100m,2023,57,Yes
Men,Kansas 6A,1600m,2010,0,Yes
Men,Kansas 6A,1600m,2011,-128,Yes
Men,Kansas 6A,1600m,2012,32,Yes
Men,Kansas 6A,1600m,2013,4,Yes
Men,Kansas 6A,1600m,2014,23,Yes
Men,Kansas 6A,1600m,2015,43,Yes
Men,Kansas 6A,1600m,2016,27,Yes
Men,Kansas 6A,1600m,2017,20,Yes
Men,Kansas 6A,1600m,2018,29,Yes
Men,Kansas 6A,1600m,2019,27,Yes
Men,Kansas 6A,1600m,2021,31,Yes
Men,Kansas 6A,1600m,2022,56,Yes
Men,Kansas 6A,1600m,2023,81,Yes
Men,Kansas 6A,200m,2010,0,Yes
Men,Kansas 6A,200m,2011,-47,Yes
Men,Kansas 6A,200m,2012,21,Yes
Men,Kansas 6A,200m,2013,1,Yes
Men,Kansas 6A,200m,2014,16,Yes
Men,Kansas 6A,200m,2015,17,Yes
Men,Kansas 6A,200m,2016,38,Yes
Men,Kansas 6A,200m,2017,33,Yes
Men,Kansas 6A,200m,2018,36,Yes
Men,Kansas 6A,200m,2019,24,Yes
Men,Kansas 6A,200m,2021,-1,Yes
Men,Kansas 6A,200m,2022,36,Yes
Men,Kansas 6A,200m,2023,47,Yes
Men,Kansas 6A,3200m,2010,0,Yes
Men,Kansas 6A,3200m,2011,-39,Yes
Men,Kansas 6A,3200m,2012,29,Yes
Men,Kansas 6A,3200m,2013,16,Yes
Men,Kansas 6A,3200m,2014,40,Yes
Men,Kansas 6A,3200m,2015,37,Yes
Men,Kansas 6A,3200m,2016,32,Yes
Men,Kansas 6A,3200m,2017,26,Yes
Men,Kansas 6A,3200m,2018,37,Yes
Men,Kansas 6A,3200m,2019,40,Yes
Men,Kansas 6A,3200m,2021,42,Yes
Men,Kansas 6A,3200m,2022,55,Yes
Men,Kansas 6A,3200m,2023,72,Yes
Men,Kansas 6A,400m,2010,0,Yes
Men,Kansas 6A,400m,2011,-102,Yes
Men,Kansas 6A,400m,2012,28,Yes
Men,Kansas 6A,400m,2013,-9,Yes
Men,Kansas 6A,400m,2014,0,Yes
Men,Kansas 6A,400m,2015,3,Yes
Men,Kansas 6A,400m,2016,-1,Yes
Men,Kansas 6A,400m,2017,-16,Yes
Men,Kansas 6A,400m,2018,13,Yes
Men,Kansas 6A,400m,2019,-17,Yes
Men,Kansas 6A,400m,2021,-28,Yes
Men,Kansas 6A,400m,2022,-10,Yes
Men,Kansas 6A,400m,2023,8,Yes
Men,Kansas 6A,800m,2010,0,Yes
Men,Kansas 6A,800m,2011,-136,Yes
Men,Kansas 6A,800m,2012,13,Yes
Men,Kansas 6A,800m,2013,-11,Yes
Men,Kansas 6A,800m,2014,25,Yes
Men,Kansas 6A,800m,2015,29,Yes
Men,Kansas 6A,800m,2016,10,Yes
Men,Kansas 6A,800m,2017,7,Yes
Men,Kansas 6A,800m,2018,11,Yes
Men,Kansas 6A,800m,2019,15,Yes
Men,Kansas 6A,800m,2021,16,Yes
Men,Kansas 6A,800m,2022,35,Yes
Men,Kansas 6A,800m,2023,55,Yes
Men,Kansas 6A,Discus,2010,0,Yes
Men,Kansas 6A,Discus,2011,-43,Yes
Men,Kansas 6A,Discus,2012,-20,Yes
Men,Kansas 6A,Discus,2013,-11,Yes
Men,Kansas 6A,Discus,2014,-15,Yes
Men,Kansas 6A,Discus,2015,-8,Yes
Men,Kansas 6A,Discus,2016,-3,Yes
Men,Kansas 6A,Discus,2017,-2,Yes
Men,Kansas 6A,Discus,2018,1,Yes
Men,Kansas 6A,Discus,2019,-9,Yes
Men,Kansas 6A,Discus,2021,-2,Yes
Men,Kansas 6A,Discus,2022,0,Yes
Men,Kansas 6A,Discus,2023,7,Yes
Men,Kansas 6A,High Jump,2010,0,Yes
Men,Kansas 6A,High Jump,2011,-18,Yes
Men,Kansas 6A,High Jump,2012,10,Yes
Men,Kansas 6A,High Jump,2013,-15,Yes
Men,Kansas 6A,High Jump,2014,-2,Yes
Men,Kansas 6A,High Jump,2015,-35,Yes
Men,Kansas 6A,High Jump,2016,-19,Yes
Men,Kansas 6A,High Jump,2017,10,Yes
Men,Kansas 6A,High Jump,2018,-17,Yes
Men,Kansas 6A,High Jump,2019,-16,Yes
Men,Kansas 6A,High Jump,2021,-31,Yes
Men,Kansas 6A,High Jump,2022,-10,Yes
Men,Kansas 6A,High Jump,2023,-9,Yes
Men,Kansas 6A,Javelin,2010,0,Yes
Men,Kansas 6A,Javelin,2011,-15,Yes
Men,Kansas 6A,Javelin,2012,-10,Yes
Men,Kansas 6A,Javelin,2013,0,Yes
Men,Kansas 6A,Javelin,2014,4,Yes
Men,Kansas 6A,Javelin,2015,10,Yes
Men,Kansas 6A,Javelin,2016,15,Yes
Men,Kansas 6A,Javelin,2017,12,Yes
Men,Kansas 6A,Javelin,2018,13,Yes
Men,Kansas 6A,Javelin,2019,7,Yes
Men,Kansas 6A,Javelin,2021,-19,Yes
Men,Kansas 6A,Javelin,2022,-23,Yes
Men,Kansas 6A,Javelin,2023,-1,Yes
Men,Kansas 6A,Long Jump,2010,0,Yes
Men,Kansas 6A,Long Jump,2011,-63,Yes
Men,Kansas 6A,Long Jump,2012,5,Yes
Men,Kansas 6A,Long Jump,2013,16,Yes
Men,Kansas 6A,Long Jump,2014,33,Yes
Men,Kansas 6A,Long Jump,2015,27,Yes
Men,Kansas 6A,Long Jump,2016,41,Yes
Men,Kansas 6A,Long Jump,2017,44,Yes
Men,Kansas 6A,Long Jump,2018,41,Yes
Men,Kansas 6A,Long Jump,2019,48,Yes
Men,Kansas 6A,Long Jump,2021,20,Yes
Men,Kansas 6A,Long Jump,2022,44,Yes
Men,Kansas 6A,Long Jump,2023,31,Yes
Men,Kansas 6A,Shot Put,2010,0,Yes
Men,Kansas 6A,Shot Put,2011,-32,Yes
Men,Kansas 6A,Shot Put,2012,-11,Yes
Men,Kansas 6A,Shot Put,2013,-9,Yes
Men,Kansas 6A,Shot Put,2014,-10,Yes
Men,Kansas 6A,Shot Put,2015,-2,Yes
Men,Kansas 6A,Shot Put,2016,3,Yes
Men,Kansas 6A,Shot Put,2017,6,Yes
Men,Kansas 6A,Shot Put,2018,10,Yes
Men,Kansas 6A,Shot Put,2019,15,Yes
Men,Kansas 6A,Shot Put,2021,8,Yes
Men,Kansas 6A,Shot Put,2022,18,Yes
Men,Kansas 6A,Shot Put,2023,17,Yes
Men,Kansas 6A,Triple Jump,2010,0,Yes
Men,Kansas 6A,Triple Jump,2011,1,Yes
Men,Kansas 6A,Triple Jump,2012,5,Yes
Men,Kansas 6A,Triple Jump,2013,1,Yes
Men,Kansas 6A,Triple Jump,2014,21,Yes
Men,Kansas 6A,Triple Jump,2015,12,Yes
Men,Kansas 6A,Triple Jump,2016,23,Yes
Men,Kansas 6A,Triple Jump,2017,12,Yes
Men,Kansas 6A,Triple Jump,2018,31,Yes
Men,Kansas 6A,Triple Jump,2019,15,Yes
Men,Kansas 6A,Triple Jump,2021,-18,Yes
Men,Kansas 6A,Triple Jump,2022,-10,Yes
Men,Kansas 6A,Triple Jump,2023,-2,Yes
Women,Kansas 6A,100m,2010,0,Yes
Women,Kansas 6A,100m,2011,-61,Yes
Women,Kansas 6A,100m,2012,-14,Yes
Women,Kansas 6A,100m,2013,-7,Yes
Women,Kansas 6A,100m,2014,-2,Yes
Women,Kansas 6A,100m,2015,25,Yes
Women,Kansas 6A,100m,2016,38,Yes
Women,Kansas 6A,100m,2017,31,Yes
Women,Kansas 6A,100m,2018,34,Yes
Women,Kansas 6A,100m,2019,24,Yes
Women,Kansas 6A,100m,2021,28,Yes
Women,Kansas 6A,100m,2022,54,Yes
Women,Kansas 6A,100m,2023,41,Yes
Women,Kansas 6A,1600m,2010,0,Yes
Women,Kansas 6A,1600m,2011,-93,Yes
Women,Kansas 6A,1600m,2012,26,Yes
Women,Kansas 6A,1600m,2013,6,Yes
Women,Kansas 6A,1600m,2014,27,Yes
Women,Kansas 6A,1600m,2015,46,Yes
Women,Kansas 6A,1600m,2016,35,Yes
Women,Kansas 6A,1600m,2017,51,Yes
Women,Kansas 6A,1600m,2018,50,Yes
Women,Kansas 6A,1600m,2019,54,Yes
Women,Kansas 6A,1600m,2021,51,Yes
Women,Kansas 6A,1600m,2022,43,Yes
Women,Kansas 6A,1600m,2023,38,Yes
Women,Kansas 6A,200m,2010,0,Yes
Women,Kansas 6A,200m,2011,-68,Yes
Women,Kansas 6A,200m,2012,10,Yes
Women,Kansas 6A,200m,2013,16,Yes
Women,Kansas 6A,200m,2014,16,Yes
Women,Kansas 6A,200m,2015,39,Yes
Women,Kansas 6A,200m,2016,46,Yes
Women,Kansas 6A,200m,2017,37,Yes
Women,Kansas 6A,200m,2018,32,Yes
Women,Kansas 6A,200m,2019,17,Yes
Women,Kansas 6A,200m,2021,16,Yes
Women,Kansas 6A,200m,2022,38,Yes
Women,Kansas 6A,200m,2023,45,Yes
Women,Kansas 6A,3200m,2010,0,Yes
Women,Kansas 6A,3200m,2011,-25,Yes
Women,Kansas 6A,3200m,2012,22,Yes
Women,Kansas 6A,3200m,2013,18,Yes
Women,Kansas 6A,3200m,2014,33,Yes
Women,Kansas 6A,3200m,2015,24,Yes
Women,Kansas 6A,3200m,2016,29,Yes
Women,Kansas 6A,3200m,2017,54,Yes
Women,Kansas 6A,3200m,2018,54,Yes
Women,Kansas 6A,3200m,2019,50,Yes
Women,Kansas 6A,3200m,2021,19,Yes
Women,Kansas 6A,3200m,2022,36,Yes
Women,Kansas 6A,3200m,2023,19,Yes
Women,Kansas 6A,400m,2010,0,Yes
Women,Kansas 6A,400m,2011,-42,Yes
Women,Kansas 6A,400m,2012,19,Yes
Women,Kansas 6A,400m,2013,14,Yes
Women,Kansas 6A,400m,2014,24,Yes
Women,Kansas 6A,400m,2015,28,Yes
Women,Kansas 6A,400m,2016,18,Yes
Women,Kansas 6A,400m,2017,20,Yes
Women,Kansas 6A,400m,2018,21,Yes
Women,Kansas 6A,400m,2019,20,Yes
Women,Kansas 6A,400m,2021,3,Yes
Women,Kansas 6A,400m,2022,26,Yes
Women,Kansas 6A,400m,2023,50,Yes
Women,Kansas 6A,800m,2010,0,Yes
Women,Kansas 6A,800m,2011,-69,Yes
Women,Kansas 6A,800m,2012,25,Yes
Women,Kansas 6A,800m,2013,-9,Yes
Women,Kansas 6A,800m,2014,18,Yes
Women,Kansas 6A,800m,2015,29,Yes
Women,Kansas 6A,800m,2016,32,Yes
Women,Kansas 6A,800m,2017,40,Yes
Women,Kansas 6A,800m,2018,32,Yes
Women,Kansas 6A,800m,2019,23,Yes
Women,Kansas 6A,800m,2021,17,Yes
Women,Kansas 6A,800m,2022,35,Yes
Women,Kansas 6A,800m,2023,44,Yes
Women,Kansas 6A,Discus,2010,0,Yes
Women,Kansas 6A,Discus,2011,-1,Yes
Women,Kansas 6A,Discus,2012,8,Yes
Women,Kansas 6A,Discus,2013,15,Yes
Women,Kansas 6A,Discus,2014,17,Yes
Women,Kansas 6A,Discus,2015,12,Yes
Women,Kansas 6A,Discus,2016,-3,Yes
Women,Kansas 6A,Discus,2017,5,Yes
Women,Kansas 6A,Discus,2018,7,Yes
Women,Kansas 6A,Discus,2019,16,Yes
Women,Kansas 6A,Discus,2021,-1,Yes
Women,Kansas 6A,Discus,2022,-12,Yes
Women,Kansas 6A,Discus,2023,14,Yes
Women,Kansas 6A,High Jump,2010,0,Yes
Women,Kansas 6A,High Jump,2011,-4,Yes
Women,Kansas 6A,High Jump,2012,-23,Yes
Women,Kansas 6A,High Jump,2013,-22,Yes
Women,Kansas 6A,High Jump,2014,-16,Yes
Women,Kansas 6A,High Jump,2015,-14,Yes
Women,Kansas 6A,High Jump,2016,-3,Yes
Women,Kansas 6A,High Jump,2017,-21,Yes
Women,Kansas 6A,High Jump,2018,-12,Yes
Women,Kansas 6A,High Jump,2019,-26,Yes
Women,Kansas 6A,High Jump,2021,-25,Yes
Women,Kansas 6A,High Jump,2022,-39,Yes
Women,Kansas 6A,High Jump,2023,-45,Yes
Women,Kansas 6A,Javelin,2010,0,Yes
Women,Kansas 6A,Javelin,2011,26,Yes
Women,Kansas 6A,Javelin,2012,35,Yes
Women,Kansas 6A,Javelin,2013,47,Yes
Women,Kansas 6A,Javelin,2014,55,Yes
Women,Kansas 6A,Javelin,2015,46,Yes
Women,Kansas 6A,Javelin,2016,49,Yes
Women,Kansas 6A,Javelin,2017,66,Yes
Women,Kansas 6A,Javelin,2018,76,Yes
Women,Kansas 6A,Javelin,2019,79,Yes
Women,Kansas 6A,Javelin,2021,41,Yes
Women,Kansas 6A,Javelin,2022,44,Yes
Women,Kansas 6A,Javelin,2023,76,Yes
Women,Kansas 6A,Long Jump,2010,0,Yes
Women,Kansas 6A,Long Jump,2011,-38,Yes
Women,Kansas 6A,Long Jump,2012,6,Yes
Women,Kansas 6A,Long Jump,2013,9,Yes
Women,Kansas 6A,Long Jump,2014,23,Yes
Women,Kansas 6A,Long Jump,2015,21,Yes
Women,Kansas 6A,Long Jump,2016,30,Yes
Women,Kansas 6A,Long Jump,2017,43,Yes
Women,Kansas 6A,Long Jump,2018,58,Yes
Women,Kansas 6A,Long Jump,2019,45,Yes
Women,Kansas 6A,Long Jump,2021,32,Yes
Women,Kansas 6A,Long Jump,2022,37,Yes
Women,Kansas 6A,Long Jump,2023,43,Yes
Women,Kansas 6A,Shot Put,2010,0,Yes
Women,Kansas 6A,Shot Put,2011,-2,Yes
Women,Kansas 6A,Shot Put,2012,14,Yes
Women,Kansas 6A,Shot Put,2013,11,Yes
Women,Kansas 6A,Shot Put,2014,19,Yes
Women,Kansas 6A,Shot Put,2015,29,Yes
Women,Kansas 6A,Shot Put,2016,12,Yes
Women,Kansas 6A,Shot Put,2017,30,Yes
Women,Kansas 6A,Shot Put,2018,25,Yes
Women,Kansas 6A,Shot Put,2019,27,Yes
Women,Kansas 6A,Shot Put,2021,2,Yes
Women,Kansas 6A,Shot Put,2022,-4,Yes
Women,Kansas 6A,Shot Put,2023,32,Yes
Women,Kansas 6A,Triple Jump,2010,0,Yes
Women,Kansas 6A,Triple Jump,2011,11,Yes
Women,Kansas 6A,Triple Jump,2012,-33,Yes
Women,Kansas 6A,Triple Jump,2013,-20,Yes
Women,Kansas 6A,Triple Jump,2014,-14,Yes
Women,Kansas 6A,Triple Jump,2015,-25,Yes
Women,Kansas 6A,Triple Jump,2016,-6,Yes
Women,Kansas 6A,Triple Jump,2017,-6,Yes
Women,Kansas 6A,Triple Jump,2018,9,Yes
Women,Kansas 6A,Triple Jump,2019,13,Yes
Women,Kansas 6A,Triple Jump,2021,-24,Yes
Women,Kansas 6A,Triple Jump,2022,-26,Yes
Women,Kansas 6A,Triple Jump,2023,-26,Yes
Men,NAIA,10000m,2010,0,Yes
Men,NAIA,10000m,2011,36,Yes
Men,NAIA,10000m,2012,-19,Yes
Men,NAIA,10000m,2013,-10,Yes
Men,NAIA,10000m,2014,-10,Yes
Men,NAIA,10000m,2015,-7,Yes
Men,NAIA,10000m,2016,-38,Yes
Men,NAIA,10000m,2017,-35,Yes
Men,NAIA,10000m,2018,-25,Yes
Men,NAIA,10000m,2019,-16,Yes
Men,NAIA,10000m,2021,20,Yes
Men,NAIA,10000m,2022,39,Yes
Men,NAIA,10000m,2023,42,Yes
Men,NAIA,100m,2010,0,Yes
Men,NAIA,100m,2011,24,Yes
Men,NAIA,100m,2012,5,Yes
Men,NAIA,100m,2013,-3,Yes
Men,NAIA,100m,2014,12,Yes
Men,NAIA,100m,2015,18,Yes
Men,NAIA,100m,2016,28,Yes
Men,NAIA,100m,2017,38,Yes
Men,NAIA,100m,2018,32,Yes
Men,NAIA,100m,2019,31,Yes
Men,NAIA,100m,2021,42,Yes
Men,NAIA,100m,2022,57,Yes
Men,NAIA,100m,2023,78,Yes
Men,NAIA,1500m,2010,0,Yes
Men,NAIA,1500m,2011,20,Yes
Men,NAIA,1500m,2012,12,Yes
Men,NAIA,1500m,2013,-2,Yes
Men,NAIA,1500m,2014,7,Yes
Men,NAIA,1500m,2015,19,Yes
Men,NAIA,1500m,2016,-9,Yes
Men,NAIA,1500m,2017,-7,Yes
Men,NAIA,1500m,2018,-21,Yes
Men,NAIA,1500m,2019,-22,Yes
Men,NAIA,1500m,2021,-21,Yes
Men,NAIA,1500m,2022,18,Yes
Men,NAIA,1500m,2023,30,Yes
Men,NAIA,200m,2010,0,Yes
Men,NAIA,200m,2011,11,Yes
Men,NAIA,200m,2012,8,Yes
Men,NAIA,200m,2013,-17,Yes
Men,NAIA,200m,2014,8,Yes
Men,NAIA,200m,2015,12,Yes
Men,NAIA,200m,2016,11,Yes
Men,NAIA,200m,2017,22,Yes
Men,NAIA,200m,2018,28,Yes
Men,NAIA,200m,2019,23,Yes
Men,NAIA,200m,2021,22,Yes
Men,NAIA,200m,2022,45,Yes
Men,NAIA,200m,2023,58,Yes
Men,NAIA,400m,2010,0,Yes
Men,NAIA,400m,2011,8,Yes
Men,NAIA,400m,2012,5,Yes
Men,NAIA,400m,2013,-20,Yes
Men,NAIA,400m,2014,2,Yes
Men,NAIA,400m,2015,2,Yes
Men,NAIA,400m,2016,-2,Yes
Men,NAIA,400m,2017,3,Yes
Men,NAIA,400m,2018,10,Yes
Men,NAIA,400m,2019,18,Yes
Men,NAIA,400m,2021,-11,Yes
Men,NAIA,400m,2022,20,Yes
Men,NAIA,400m,2023,27,Yes
Men,NAIA,5000m,2010,0,Yes
Men,NAIA,5000m,2011,19,Yes
Men,NAIA,5000m,2012,11,Yes
Men,NAIA,5000m,2013,-1,Yes
Men,NAIA,5000m,2014,-5,Yes
Men,NAIA,5000m,2015,4,Yes
Men,NAIA,5000m,2016,-21,Yes
Men,NAIA,5000m,2017,-22,Yes
Men,NAIA,5000m,2018,-14,Yes
Men,NAIA,5000m,2019,-24,Yes
Men,NAIA,5000m,2021,15,Yes
Men,NAIA,5000m,2022,32,Yes
Men,NAIA,5000m,2023,37,Yes
Men,NAIA,800m,2010,0,Yes
Men,NAIA,800m,2011,-1,Yes
Men,NAIA,800m,2012,3,Yes
Men,NAIA,800m,2013,-9,Yes
Men,NAIA,800m,2014,6,Yes
Men,NAIA,800m,2015,-2,Yes
Men,NAIA,800m,2016,-12,Yes
Men,NAIA,800m,2017,2,Yes
Men,NAIA,800m,2018,-17,Yes
Men,NAIA,800m,2019,-14,Yes
Men,NAIA,800m,2021,-25,Yes
Men,NAIA,800m,2022,16,Yes
Men,NAIA,800m,2023,23,Yes
Men,NAIA,Discus,2010,0,Yes
Men,NAIA,Discus,2011,19,Yes
Men,NAIA,Discus,2012,14,Yes
